"","lagoslakeid","secchi","TP","chla","color","TN","nYears_secchi","nYears_TP","nYears_TN","nYears_color","nYears_chla","hu12_zoneid","hu4_zoneid"
"4989",6440,2.545,NA,NA,29.5,415,4,4,4,4,4,"HU12_17278","HU4_12"
"4990",6441,2,NA,NA,NA,NA,1,2,2,2,2,"HU12_16410","HU4_11"
"4991",6446,2.7,17.5,4.3,NA,390,2,2,2,2,2,"HU12_8740","HU4_21"
"4992",6449,2.3,46,7,NA,610,1,1,1,1,1,"HU12_15790","HU4_18"
"4993",6450,1.143,NA,NA,NA,NA,3,3,3,3,3,"HU12_5854","HU4_35"
"4994",6453,0.89535,28,NA,NA,NA,4,5,5,5,5,"HU12_1347","HU4_51"
"4995",6454,0.2794,NA,NA,NA,2173,1,1,1,1,1,"HU12_1069","HU4_49"
"4996",6455,0.9525,NA,NA,NA,NA,3,3,3,3,3,"HU12_1058","HU4_49"
"4997",6456,1.5494,NA,NA,NA,NA,3,3,3,3,3,"HU12_1042","HU4_49"
"4998",6457,0.4445,NA,NA,NA,NA,2,2,2,2,2,"HU12_4246","HU4_51"
"4999",6458,0.2286,237.5,NA,NA,NA,2,2,2,2,2,"HU12_4256","HU4_51"
"5000",6459,3.5052,15,NA,NA,NA,2,2,2,2,2,"HU12_5278","HU4_34"
"5001",6460,3.4544,16,NA,NA,NA,1,1,1,1,1,"HU12_5641","HU4_36"
"5002",6461,0.762,NA,NA,NA,NA,3,4,4,4,4,"HU12_5508","HU4_36"
"5003",6462,0.1778,397.75,NA,NA,NA,3,4,4,4,4,"HU12_3843","HU4_51"
"5004",6464,1.4224,35.5,25.325,NA,NA,1,2,2,2,2,"HU12_4077","HU4_50"
"5005",6465,0.3429,NA,NA,NA,NA,3,3,3,3,3,"HU12_3563","HU4_38"
"5006",6466,0.7112,NA,NA,NA,NA,3,3,3,3,3,"HU12_5658","HU4_36"
"5007",6467,1.524,NA,NA,NA,NA,3,3,3,3,3,"HU12_5658","HU4_36"
"5008",6468,0.6096,NA,NA,NA,530.5,1,1,1,1,1,"HU12_5658","HU4_36"
"5009",6469,0.4064,NA,NA,NA,NA,2,2,2,2,2,"HU12_5665","HU4_36"
"5010",6470,0.33655,NA,NA,NA,NA,2,2,2,2,2,"HU12_5662","HU4_36"
"5011",6471,0.4572,NA,NA,NA,NA,3,3,3,3,3,"HU12_1284","HU4_51"
"5012",6472,0.3429,NA,NA,NA,NA,2,2,2,2,2,"HU12_5854","HU4_35"
"5013",6473,0.87,81.25,NA,NA,NA,3,4,4,4,4,"HU12_5466","HU4_36"
"5014",6475,2.04,23,10,NA,500,1,1,1,1,1,"HU12_15844","HU4_16"
"5015",6476,1.25,16.5,8.75,NA,2800,2,2,2,2,2,"HU12_8849","HU4_21"
"5016",6477,2.15,20.5,NA,19.5,NA,5,5,5,5,5,"HU12_17250","HU4_12"
"5017",6478,3.965,6.5,NA,NA,NA,7,6,6,6,6,"HU12_16722","HU4_12"
"5018",6479,4.18,10.5,NA,NA,NA,14,15,15,15,15,"HU12_15281","HU4_18"
"5019",6480,6.4,6,NA,NA,NA,15,15,15,15,15,"HU12_15058","HU4_16"
"5020",6481,1.4775,NA,NA,NA,380,8,6,6,6,6,"HU12_17309","HU4_13"
"5021",6482,3.05,9.25,2.9075,NA,NA,7,6,6,6,6,"HU12_15682","HU4_17"
"5022",6483,0.3937,134,NA,NA,3015,1,1,1,1,1,"HU12_3824","HU4_50"
"5023",6485,1.5,24,20,NA,420,1,1,1,1,1,"HU12_15858","HU4_16"
"5024",6486,1.7272,25,NA,NA,NA,1,1,1,1,1,"HU12_5644","HU4_36"
"5025",6487,0.4064,113,96.9,NA,NA,1,1,1,1,1,"HU12_1059","HU4_49"
"5026",6488,4,NA,NA,NA,NA,15,15,15,15,15,"HU12_15281","HU4_18"
"5027",6489,0.4572,256,30.7,NA,NA,1,1,1,1,1,"HU12_5638","HU4_36"
"5028",6490,5,NA,NA,NA,NA,21,20,20,20,20,"HU12_15648","HU4_17"
"5029",6491,0.5,74,80,NA,950,1,1,1,1,1,"HU12_8185","HU4_22"
"5030",6492,1.95,NA,NA,NA,NA,13,13,13,13,13,"HU12_15704","HU4_17"
"5031",6493,5.475,NA,NA,NA,NA,12,14,14,14,14,"HU12_20251","HU4_5"
"5032",6494,4.1,NA,NA,NA,NA,24,24,24,24,24,"HU12_17401","HU4_12"
"5033",6495,0.55,0,130,NA,1680,1,1,1,1,1,"HU12_8639","HU4_18"
"5034",6496,0.74,78,47.4,29,NA,5,5,5,5,5,"HU12_17309","HU4_13"
"5035",6497,3.1242,NA,NA,NA,NA,1,1,1,1,1,"HU12_5669","HU4_36"
"5036",6499,2.1525,NA,NA,NA,NA,14,15,15,15,15,"HU12_20276","HU4_12"
"5037",6500,2.53,NA,3.16,NA,NA,3,3,3,3,3,"HU12_16385","HU4_7"
"5038",6501,3.125,NA,NA,NA,NA,8,8,8,8,8,"HU12_16906","HU4_12"
"5039",6502,1.5,30.25,22.1375,18.75,NA,12,12,12,12,12,"HU12_15199","HU4_17"
"5040",6504,1.4,NA,9.21,40,NA,7,7,7,7,7,"HU12_15324","HU4_16"
"5041",6505,4.1275,24.5,8.585,NA,NA,1,1,1,1,1,"HU12_1320","HU4_51"
"5042",6506,6.4,NA,NA,NA,NA,13,14,14,14,14,"HU12_17458","HU4_12"
"5043",6507,0.98,55,NA,NA,NA,12,12,12,12,12,"HU12_16344","HU4_13"
"5044",6508,2.2,21,NA,13,NA,5,5,5,5,5,"HU12_17254","HU4_12"
"5045",6509,4.475,NA,NA,NA,NA,13,13,13,13,13,"HU12_15053","HU4_18"
"5046",6510,1.0325,NA,NA,14.25,NA,16,16,16,16,16,"HU12_17309","HU4_13"
"5047",6511,0.9375,NA,NA,NA,NA,8,8,8,8,8,"HU12_15453","HU4_42"
"5048",6512,2.65,NA,2.1,22.5,NA,3,3,3,3,3,"HU12_17300","HU4_13"
"5049",6513,3.39745,NA,2.53,NA,NA,2,4,4,4,4,"HU12_16318","HU4_11"
"5050",6514,4.74,NA,NA,8.5,NA,14,14,14,14,14,"HU12_16107","HU4_5"
"5051",6515,1.9675,24.5,30,NA,605,2,2,2,2,2,"HU12_19507","HU4_16"
"5052",6516,2.2,11,8.7,NA,810,1,1,1,1,1,"HU12_8461","HU4_18"
"5053",6517,0.3048,210,NA,NA,1560,1,1,1,1,1,"HU12_5229","HU4_59"
"5054",6519,4.995,NA,NA,NA,NA,14,14,14,14,14,"HU12_15281","HU4_18"
"5055",6520,0.6858,60.3,NA,NA,NA,1,1,1,1,1,"HU12_5474","HU4_36"
"5056",6521,1.61,NA,NA,NA,NA,19,19,19,19,19,"HU12_17379","HU4_12"
"5057",6522,0.3556,186,NA,NA,NA,1,1,1,1,1,"HU12_3631","HU4_50"
"5058",6523,2.7432,27,5.21,NA,NA,1,1,1,1,1,"HU12_19150","HU4_36"
"5059",6524,0.7239,NA,NA,NA,2415,1,1,1,1,1,"HU12_3964","HU4_51"
"5060",6525,1.1825,NA,NA,NA,NA,14,14,14,14,14,"HU12_15692","HU4_17"
"5061",6526,2.3,NA,NA,24,NA,3,3,3,3,3,"HU12_16802","HU4_13"
"5062",6527,1.9875,NA,NA,NA,NA,8,9,9,9,9,"HU12_16044","HU4_5"
"5063",6528,4.63,NA,NA,NA,NA,13,13,13,13,13,"HU12_15257","HU4_18"
"5064",6529,4.04,NA,NA,5,NA,14,14,14,14,14,"HU12_15281","HU4_18"
"5065",6530,4.2,NA,NA,NA,NA,15,16,16,16,16,"HU12_16118","HU4_12"
"5066",6531,2.575,22.5,8.75,NA,430,2,2,2,2,2,"HU12_8198","HU4_22"
"5067",6533,0.5588,103,12.4,NA,NA,1,1,1,1,1,"HU12_5637","HU4_36"
"5068",6534,4.175,NA,NA,NA,NA,25,25,25,25,25,"HU12_15189","HU4_17"
"5069",6535,1.3,33,20,NA,1180,1,1,1,1,1,"HU12_15844","HU4_16"
"5070",6536,1.15,21.75,6.325,33.5,425,3,2,2,2,2,"HU12_17243","HU4_12"
"5071",6537,2.35,NA,NA,11,NA,21,21,21,21,21,"HU12_15656","HU4_17"
"5072",6540,0.5207,31.5,NA,NA,NA,1,1,1,1,1,"HU12_1192","HU4_51"
"5073",6541,4.75,NA,NA,NA,NA,13,13,13,13,13,"HU12_15204","HU4_12"
"5074",6542,1.2,NA,14.07,23,460,7,7,7,7,7,"HU12_15318","HU4_16"
"5075",6543,3.33,17,7.65,NA,NA,11,11,11,11,11,"HU12_17388","HU4_12"
"5076",6544,0.4826,47,NA,NA,NA,1,1,1,1,1,"HU12_5653","HU4_36"
"5077",6545,2.5,17,NA,24,NA,5,5,5,5,5,"HU12_16344","HU4_13"
"5078",6546,2.2,NA,4.63,NA,NA,20,20,20,20,20,"HU12_15290","HU4_18"
"5079",6547,3,NA,NA,NA,NA,25,25,25,25,25,"HU12_15280","HU4_18"
"5080",6548,3.1325,NA,NA,7.25,NA,6,6,6,6,6,"HU12_16807","HU4_16"
"5081",6549,3.1,8,1,NA,620,1,1,1,1,1,"HU12_8950","HU4_22"
"5082",6550,5.95,NA,NA,NA,NA,21,21,21,21,21,"HU12_15322","HU4_16"
"5083",6552,1.5,NA,NA,NA,NA,21,21,21,21,21,"HU12_16882","HU4_12"
"5084",6554,3.75,NA,NA,13,NA,3,3,3,3,3,"HU12_16802","HU4_13"
"5085",6555,0.96,70,80,NA,960,1,1,1,1,1,"HU12_8965","HU4_16"
"5086",6556,0.6375,NA,NA,NA,NA,2,2,2,2,2,"HU12_8398","HU4_18"
"5087",6557,0.2667,683,92,NA,NA,1,1,1,1,1,"HU12_1103","HU4_51"
"5088",6558,0.3175,115,NA,NA,NA,1,1,1,1,1,"HU12_1291","HU4_51"
"5089",6559,4.3625,NA,NA,NA,NA,10,10,10,10,10,"HU12_17458","HU4_12"
"5090",6560,2.55,NA,4.565,NA,NA,15,15,15,15,15,"HU12_16906","HU4_12"
"5091",6561,2.75,NA,NA,NA,NA,7,6,6,6,6,"HU12_15560","HU4_23"
"5092",6562,4.035,NA,NA,NA,NA,15,15,15,15,15,"HU12_17301","HU4_13"
"5093",6563,2.5,16,10,NA,360,1,1,1,1,1,"HU12_8374","HU4_18"
"5094",6565,0.2032,645.5,NA,NA,NA,1,1,1,1,1,"HU12_1299","HU4_51"
"5095",6569,0.7874,36,NA,NA,1310,1,1,1,1,1,"HU12_4258","HU4_51"
"5096",6570,0.775,NA,15,NA,640,1,1,1,1,1,"HU12_20242","HU4_16"
"5097",6573,0.91,55,NA,10,1282,1,1,1,1,1,"HU12_5594","HU4_50"
"5098",6575,1.36,44.5,NA,NA,NA,2,3,3,3,3,"HU12_15867","HU4_16"
"5099",6578,2.9,NA,2.75,NA,NA,1,2,2,2,2,"HU12_16396","HU4_11"
"5100",6580,2.735,20,4.85,NA,360,2,2,2,2,2,"HU12_15793","HU4_18"
"5101",6582,1.89,NA,2.425,NA,NA,1,2,2,2,2,"HU12_16412","HU4_11"
"5102",6583,4.525,52,NA,NA,720,2,2,2,2,2,"HU12_15843","HU4_16"
"5103",6584,2.525,NA,2.465,24,NA,4,4,4,4,4,"HU12_16844","HU4_5"
"5104",6590,1.6,NA,NA,NA,NA,1,1,1,1,1,"HU12_16329","HU4_11"
"5105",6596,3.045,NA,NA,NA,NA,2,3,3,3,3,"HU12_16329","HU4_11"
"5106",6597,1.8,38,6.9,NA,330,1,1,1,1,1,"HU12_14971","HU4_22"
"5107",6598,0.6096,60,NA,NA,NA,1,1,1,1,1,"HU12_1036","HU4_49"
"5108",6599,1.905,NA,NA,NA,NA,5,8,8,8,8,"HU12_16370","HU4_7"
"5109",6601,3.6,30,3.3,NA,370,1,1,1,1,1,"HU12_15825","HU4_18"
"5110",6602,1.1,110,NA,NA,1270,1,1,1,1,1,"HU12_8600","HU4_16"
"5111",6610,6.25,NA,NA,NA,NA,2,2,2,2,2,"HU12_16323","HU4_11"
"5112",6613,4,13,3.2,NA,1200,1,1,1,1,1,"HU12_8325","HU4_18"
"5113",6614,2.5,NA,7.5,NA,NA,1,2,2,2,2,"HU12_16720","HU4_11"
"5114",6616,2.33,NA,3.8,NA,NA,1,1,1,1,1,"HU12_16411","HU4_11"
"5115",6618,2.45,8.5,NA,5,209.5,1,1,1,1,1,"HU12_1028","HU4_49"
"5116",6623,1.52,0,4.2,NA,540,1,1,1,1,1,"HU12_8834","HU4_22"
"5117",6624,5.48,NA,1.1,NA,NA,1,1,1,1,1,"HU12_16305","HU4_7"
"5118",6625,3.25,NA,NA,NA,NA,6,6,6,6,6,"HU12_16254","HU4_11"
"5119",6627,1.95,NA,NA,33,NA,5,5,5,5,5,"HU12_17370","HU4_12"
"5120",6628,4.85,NA,1.19,NA,NA,1,2,2,2,2,"HU12_16324","HU4_11"
"5121",6632,1.4,20,10,NA,2050,1,1,1,1,1,"HU12_8325","HU4_18"
"5122",6633,1,67,40,NA,770,1,1,1,1,1,"HU12_8661","HU4_18"
"5123",6634,5.8,8,1,NA,540,1,1,1,1,1,"HU12_8948","HU4_22"
"5124",6635,0.79,52.5,NA,NA,947,2,2,2,2,2,"HU12_8726","HU4_16"
"5125",6639,3.025,18,2,NA,430,1,1,1,1,1,"HU12_16345","HU4_13"
"5126",6644,4.75,7,4.8,NA,210,1,1,1,1,1,"HU12_15717","HU4_18"
"5127",6648,1.125,26.5,15,NA,3320,2,2,2,2,2,"HU12_8647","HU4_18"
"5128",6649,2.6,NA,2.9,NA,NA,1,1,1,1,1,"HU12_8541","HU4_18"
"5129",6651,2.8,10,3.4,NA,NA,1,1,1,1,1,"HU12_15836","HU4_16"
"5130",6658,3.2,22,10,NA,560,1,1,1,1,1,"HU12_8576","HU4_16"
"5131",6667,3,85,7.78,NA,NA,5,5,5,5,5,"HU12_15508","HU4_23"
"5132",6671,1.38,NA,11.9,25.5,NA,5,5,5,5,5,"HU12_17300","HU4_13"
"5133",6673,2.075,NA,NA,NA,NA,6,7,7,7,7,"HU12_20274","HU4_12"
"5134",6674,4.785,NA,1.92,NA,NA,2,2,2,2,2,"HU12_16242","HU4_11"
"5135",6675,0.73,124,50,NA,2260,1,1,1,1,1,"HU12_15783","HU4_18"
"5136",6679,1.46,NA,20.95,NA,NA,1,1,1,1,1,"HU12_16314","HU4_11"
"5137",6682,1.575,NA,NA,13,NA,4,4,4,4,4,"HU12_15434","HU4_18"
"5138",6684,1.6002,NA,7.625,NA,NA,4,4,4,4,4,"HU12_16312","HU4_11"
"5139",6686,3.655,53.5,NA,NA,845,2,2,2,2,2,"HU12_8566","HU4_16"
"5140",6687,2.29,13,5.66,7,NA,5,5,5,5,5,"HU12_17308","HU4_13"
"5141",6690,1.75,40,NA,13,NA,4,4,4,4,4,"HU12_15893","HU4_17"
"5142",6692,0.9,72,40,NA,930,1,1,1,1,1,"HU12_8661","HU4_18"
"5143",6694,0.9,NA,20,NA,NA,1,1,1,1,1,"HU12_8041","HU4_22"
"5144",6698,1.86,NA,NA,NA,NA,2,2,2,2,2,"HU12_16411","HU4_11"
"5145",6708,1.5,22,10,NA,490,1,1,1,1,1,"HU12_15168","HU4_18"
"5146",6709,2.5,13,NA,NA,495,1,1,1,1,1,"HU12_19414","HU4_22"
"5147",6715,3.67,NA,NA,NA,NA,8,6,6,6,6,"HU12_17398","HU4_12"
"5148",6721,4.55,9,NA,NA,NA,6,7,7,7,7,"HU12_16021","HU4_5"
"5149",6722,3.5,22,10,NA,360,1,1,1,1,1,"HU12_15855","HU4_16"
"5150",6723,3.38,NA,NA,NA,NA,15,15,15,15,15,"HU12_17311","HU4_13"
"5151",6724,2.24,NA,2.94,NA,274,1,1,1,1,1,"HU12_16379","HU4_7"
"5152",6725,5.53,NA,2.02,NA,NA,7,6,6,6,6,"HU12_17219","HU4_12"
"5153",6728,1.1,NA,3.01,NA,NA,1,1,1,1,1,"HU12_16330","HU4_11"
"5154",6729,4.6,NA,NA,NA,NA,3,4,4,4,4,"HU12_16324","HU4_11"
"5155",6730,3.77625,NA,NA,NA,NA,12,15,15,15,15,"HU12_16348","HU4_10"
"5156",6733,2.05,NA,NA,NA,NA,8,8,8,8,8,"HU12_16263","HU4_11"
"5157",6734,2.575,9,6.95,NA,320,2,2,2,2,2,"HU12_8923","HU4_22"
"5158",6738,5,14.2765,3.1,NA,320,2,2,2,2,2,"HU12_15169","HU4_18"
"5159",6741,1.5,29,10,NA,440,1,1,1,1,1,"HU12_15716","HU4_18"
"5160",6742,1.8,NA,5.12,NA,NA,1,1,1,1,1,"HU12_16330","HU4_11"
"5161",6745,7.75,11,NA,NA,215,2,2,2,2,2,"HU12_15788","HU4_18"
"5162",6747,1,NA,NA,NA,NA,4,5,5,5,5,"HU12_15711","HU4_17"
"5163",6751,1.397,22.5,NA,NA,NA,1,1,1,1,1,"HU12_1028","HU4_49"
"5164",6753,0.4572,131,NA,NA,5140,1,1,1,1,1,"HU12_3879","HU4_38"
"5165",6755,1.27,NA,5.89,NA,380,1,1,1,1,1,"HU12_16354","HU4_11"
"5166",6756,2.675,10.5,NA,NA,1359.5,2,2,2,2,2,"HU12_8424","HU4_18"
"5167",6761,3.4,NA,NA,NA,NA,3,3,3,3,3,"HU12_16329","HU4_11"
"5168",6762,1.3,20,20,NA,570,1,1,1,1,1,"HU12_15140","HU4_18"
"5169",6764,0.7,70,90,NA,1310,1,1,1,1,1,"HU12_17483","HU4_16"
"5170",6767,3.78,NA,NA,NA,NA,8,8,8,8,8,"HU12_16329","HU4_11"
"5171",6771,1.75,NA,5.73,NA,NA,1,1,1,1,1,"HU12_16326","HU4_11"
"5172",6775,2.5,NA,NA,NA,NA,5,3,3,3,3,"HU12_16265","HU4_11"
"5173",6776,1.25,34,10,NA,420,1,1,1,1,1,"HU12_19504","HU4_16"
"5174",6779,1.1,85,32.39,27,NA,5,5,5,5,5,"HU12_17301","HU4_13"
"5175",6780,0.955,25,24.8,NA,NA,2,2,2,2,2,"HU12_19508","HU4_16"
"5176",6781,1.125,NA,NA,NA,NA,2,3,3,3,3,"HU12_16375","HU4_7"
"5177",6784,1.05,NA,20.565,10,NA,5,5,5,5,5,"HU12_15248","HU4_18"
"5178",6785,2.7,11,3,NA,340,1,1,1,1,1,"HU12_15858","HU4_16"
"5179",6786,2,NA,1.54,NA,NA,1,1,1,1,1,"HU12_16414","HU4_11"
"5180",6788,5.55,NA,NA,NA,NA,11,11,11,11,11,"HU12_17343","HU4_12"
"5181",6792,2.5,18,3.2,NA,400,1,1,1,1,1,"HU12_15757","HU4_18"
"5182",6794,1,27,20,NA,500,1,1,1,1,1,"HU12_19396","HU4_21"
"5183",6795,2,NA,4.6,NA,NA,1,1,1,1,1,"HU12_16416","HU4_11"
"5184",6796,1.2,NA,10,NA,NA,1,1,1,1,1,"HU12_8041","HU4_22"
"5185",6798,4.78,NA,1.41,NA,125,1,1,1,1,1,"HU12_16324","HU4_11"
"5186",6799,2.5,20,10,NA,410,1,1,1,1,1,"HU12_15741","HU4_18"
"5187",6800,1.4675,NA,NA,NA,NA,10,11,11,11,11,"HU12_16376","HU4_7"
"5188",6804,4,10,NA,NA,160,1,1,1,1,1,"HU12_15851","HU4_16"
"5189",6806,2.0425,NA,1.89,26.5,360,2,3,3,3,3,"HU12_15301","HU4_18"
"5190",6808,4.06,NA,2.28,NA,NA,1,1,1,1,1,"HU12_16262","HU4_11"
"5191",6809,3.25,NA,NA,NA,NA,7,9,9,9,9,"HU12_16418","HU4_11"
"5192",6810,2.225,25,NA,NA,NA,9,9,9,9,9,"HU12_15600","HU4_17"
"5193",6811,4.7,8,2.9,NA,1680,1,1,1,1,1,"HU12_8832","HU4_22"
"5194",6817,1.3716,NA,NA,NA,NA,4,7,7,7,7,"HU12_16369","HU4_7"
"5195",6820,2.8,NA,NA,NA,NA,5,5,5,5,5,"HU12_17300","HU4_13"
"5196",6825,1.39,NA,NA,NA,NA,3,3,3,3,3,"HU12_16407","HU4_11"
"5197",6827,2.95,NA,2.745,18.5,NA,4,4,4,4,4,"HU12_20211","HU4_12"
"5198",6828,0.3,119,NA,NA,950,1,1,1,1,1,"HU12_8105","HU4_47"
"5199",6830,0.23,153,370,NA,2880,1,1,1,1,1,"HU12_8494","HU4_18"
"5200",6832,1.78,NA,NA,11.5,NA,11,11,11,11,11,"HU12_15431","HU4_18"
"5201",6835,2.65,NA,NA,14.5,NA,12,11,11,11,11,"HU12_17481","HU4_16"
"5202",6837,6.15,NA,NA,NA,NA,10,8,8,8,8,"HU12_16119","HU4_5"
"5203",6838,3.2,20,6.6,NA,430,1,1,1,1,1,"HU12_15350","HU4_18"
"5204",6840,1.88,15.5,3.67,7.5,NA,1,1,1,1,1,"HU12_17302","HU4_13"
"5205",6841,1.5,NA,NA,NA,NA,1,4,4,4,4,"HU12_16333","HU4_11"
"5206",6844,3.3,NA,NA,NA,NA,6,6,6,6,6,"HU12_15673","HU4_17"
"5207",6845,5.15,NA,NA,NA,NA,5,6,6,6,6,"HU12_16163","HU4_5"
"5208",6846,9.05,NA,0.685,1,NA,5,5,5,5,5,"HU12_15706","HU4_17"
"5209",6849,3.2,NA,NA,NA,NA,9,10,10,10,10,"HU12_16381","HU4_7"
"5210",6852,1.3,50,NA,9,1260,1,1,1,1,1,"HU12_5472","HU4_36"
"5211",6853,1.69,NA,NA,NA,460,1,1,1,1,1,"HU12_20222","HU4_16"
"5212",6855,3.5,NA,3.48192,NA,NA,3,5,5,5,5,"HU12_16244","HU4_11"
"5213",6856,1.2,51.25,16.865,25.5,NA,4,4,4,4,4,"HU12_17309","HU4_13"
"5214",6857,1.705,NA,22.05,25,NA,5,5,5,5,5,"HU12_17301","HU4_13"
"5215",6863,3.45,17,6.3,NA,350,1,1,1,1,1,"HU12_15842","HU4_16"
"5216",6865,2.77,13,8.8,NA,1340,1,1,1,1,1,"HU12_8964","HU4_16"
"5217",6866,1.05,67,NA,NA,NA,5,5,5,5,5,"HU12_17323","HU4_13"
"5218",6867,1.975,17,4.7,NA,370,2,2,2,2,2,"HU12_15737","HU4_18"
"5219",6868,0.9,61.5,40,NA,1090,2,2,2,2,2,"HU12_15844","HU4_16"
"5220",6871,4.25,7,3.5,NA,220,1,1,1,1,1,"HU12_15788","HU4_18"
"5221",6873,4.125,NA,NA,NA,NA,6,7,7,7,7,"HU12_15975","HU4_12"
"5222",6874,0.3429,264,NA,NA,3440,1,1,1,1,1,"HU12_3763","HU4_38"
"5223",6876,1.915,28.5,NA,5,NA,8,7,7,7,7,"HU12_15893","HU4_17"
"5224",6878,0.8,43,40,NA,750,3,1,1,1,1,"HU12_9200","HU4_16"
"5225",6879,1.6875,NA,NA,NA,NA,4,5,5,5,5,"HU12_14919","HU4_22"
"5226",6885,1.5,NA,18.98,NA,NA,1,1,1,1,1,"HU12_16415","HU4_11"
"5227",6887,2.7,15,4.5,NA,545,1,1,1,1,1,"HU12_15160","HU4_18"
"5228",6889,3.9,NA,NA,NA,NA,7,6,6,6,6,"HU12_17341","HU4_12"
"5229",6890,3.005,18.5,8.33,6,NA,5,5,5,5,5,"HU12_17321","HU4_13"
"5230",6891,1.5,35,30,NA,380,1,1,1,1,1,"HU12_15792","HU4_18"
"5231",6892,5.6525,NA,NA,3,NA,6,7,7,7,7,"HU12_16053","HU4_5"
"5232",6898,4.05,9.25,NA,NA,NA,9,8,8,8,8,"HU12_17379","HU4_12"
"5233",6902,1.4173199545,NA,NA,NA,NA,7,11,11,11,11,"HU12_16269","HU4_11"
"5234",6903,0.75,91,60,NA,980,1,1,1,1,1,"HU12_8112","HU4_47"
"5235",6906,2,NA,1.03,NA,NA,1,1,1,1,1,"HU12_16414","HU4_11"
"5236",6907,5.205,NA,2.0925,NA,NA,7,6,6,6,6,"HU12_20254","HU4_5"
"5237",6908,0.85,27,40,NA,570,1,1,1,1,1,"HU12_15779","HU4_18"
"5238",6910,1.6,NA,NA,4,NA,5,5,5,5,5,"HU12_20216","HU4_12"
"5239",6912,1.8,NA,NA,NA,NA,5,5,5,5,5,"HU12_17450","HU4_12"
"5240",6914,2.5,18,2.8,NA,500,1,1,1,1,1,"HU12_15744","HU4_18"
"5241",6915,0.2,NA,190.9,NA,NA,1,1,1,1,1,"HU12_16270","HU4_11"
"5242",6916,1.81,NA,5.01,NA,NA,1,1,1,1,1,"HU12_16418","HU4_11"
"5243",6918,0.9,81,70,NA,1180,1,1,1,1,1,"HU12_8564","HU4_16"
"5244",6920,0.775,22.5,NA,140,NA,5,6,6,6,6,"HU12_16167","HU4_5"
"5245",6921,4.63,NA,NA,NA,NA,21,21,21,21,21,"HU12_15190","HU4_17"
"5246",6922,2.13,NA,NA,NA,NA,13,13,13,13,13,"HU12_15066","HU4_18"
"5247",6923,0.9,44,40,NA,660,3,3,3,3,3,"HU12_8644","HU4_18"
"5248",6925,4,16,3.1,NA,380,1,1,1,1,1,"HU12_15788","HU4_18"
"5249",6927,1.09,37,30,NA,640,1,1,1,1,1,"HU12_15859","HU4_16"
"5250",6930,1.57,30,9.3,NA,430,1,1,1,1,1,"HU12_15136","HU4_18"
"5251",6933,1.73,14,3.2,NA,480,1,1,1,1,1,"HU12_15866","HU4_16"
"5252",6936,6.4,NA,NA,NA,NA,11,12,12,12,12,"HU12_17393","HU4_12"
"5253",6938,3.3,NA,3.0601479955,NA,NA,3,6,6,6,6,"HU12_16381","HU4_7"
"5254",6939,1.775,19,20,NA,430,1,1,1,1,1,"HU12_15845","HU4_16"
"5255",6942,3.35,7.723,7.9,NA,295,2,2,2,2,2,"HU12_8192","HU4_22"
"5256",6944,1.645,31,NA,13,NA,9,9,9,9,9,"HU12_16726","HU4_12"
"5257",6945,1.9,96,110,NA,1400,1,1,1,1,1,"HU12_15796","HU4_18"
"5258",6946,0.3048,197,NA,NA,2550,1,1,1,1,1,"HU12_3598","HU4_38"
"5259",6947,1.95,25,15.95,24,NA,3,3,3,3,3,"HU12_16802","HU4_13"
"5260",6949,3.625,NA,NA,NA,NA,15,15,15,15,15,"HU12_15971","HU4_17"
"5261",6950,0.4191,170,NA,NA,NA,1,1,1,1,1,"HU12_3517","HU4_38"
"5262",6951,3,17,5.3,24,NA,5,5,5,5,5,"HU12_15257","HU4_18"
"5263",6953,2.01,17.5,3.7025,53.25,NA,16,16,16,16,16,"HU12_16219","HU4_17"
"5264",6954,0.8001,NA,NA,NA,NA,2,2,2,2,2,"HU12_19188","HU4_36"
"5265",6955,1.5494,19.75,NA,NA,NA,3,4,4,4,4,"HU12_5466","HU4_36"
"5266",6956,0.3175,108.5,NA,NA,NA,4,4,4,4,4,"HU12_5467","HU4_36"
"5267",6957,0.7493,NA,NA,NA,NA,4,4,4,4,4,"HU12_5467","HU4_36"
"5268",6958,1.4224,38.5,NA,NA,NA,4,4,4,4,4,"HU12_19187","HU4_36"
"5269",6959,0.4699,70.25,NA,NA,NA,1,2,2,2,2,"HU12_5467","HU4_36"
"5270",6960,0.7239,90,NA,NA,NA,4,4,4,4,4,"HU12_5467","HU4_36"
"5271",6961,0.3302,148.5,NA,NA,NA,4,4,4,4,4,"HU12_5467","HU4_36"
"5272",6962,0.6096,99.5,NA,NA,NA,4,4,4,4,4,"HU12_5467","HU4_36"
"5273",6963,0.36195,157.5,NA,NA,NA,4,4,4,4,4,"HU12_5468","HU4_36"
"5274",6964,1.1303,31.75,NA,NA,NA,4,4,4,4,4,"HU12_19187","HU4_36"
"5275",6965,0.3556,NA,NA,NA,NA,4,4,4,4,4,"HU12_3758","HU4_50"
"5276",6966,0.4572,NA,NA,NA,NA,5,5,5,5,5,"HU12_4225","HU4_50"
"5277",6967,0.6985,NA,NA,NA,NA,4,4,4,4,4,"HU12_4209","HU4_50"
"5278",6968,0.254,NA,NA,NA,NA,5,5,5,5,5,"HU12_4205","HU4_50"
